,return,value
200501,0.010108995481594496,1.0101089954815945
200502,-0.009490672152765778,1.0005223821669191
200503,-0.012878919617970275,0.9876367348310112
200504,-0.0030959826303318394,0.9845790286548968
200505,0.014192946330565226,0.9985531059667957
200506,0.0016406916745999034,1.0001914237344014
200507,0.005425947531366049,1.0056184099209067
200508,0.05863215000941624,1.06457997938362
200509,0.060232566641292395,1.1287023639368294
200510,0.010612160297825302,1.1406803343514615
200511,0.026917486345161112,1.1713845816755608
200512,0.0007750309138594424,1.1722924409383777
200601,-0.011606263563864405,1.158686505894921
200602,0.03684993682075177,1.2013840304322063
200603,0.011141920053883814,1.2147697552532948
200604,-0.01592364923888967,1.1954261877646295
200605,0.06880859441650178,1.2776817834733907
200606,0.01636656021397953,1.2985930393169127
200607,0.030011292157242853,1.3375654944132145
200608,-0.018640132731856163,1.3126330960598014
200609,0.0030958296748997416,1.3166967845508388
200610,0.009940385183986988,1.3297852577597913
200611,-0.0032651418153113454,1.3254433203092952
200612,0.036076720783250193,1.3732609688901176
200701,0.06450366618460235,1.4618413360117495
200702,0.015690302995259975,1.4847780695047694
200703,0.09864967974411276,1.631250950552497
200704,0.04066944611895118,1.6975930231924798
200705,-0.01760128665857974,1.667713201761664
200706,-0.04225942190049825,1.5972366059593872
200707,0.06499158522025494,1.7010435449525074
200708,0.12653799535136523,1.9162901851361778
200709,0.02838170417186614,1.9706777662781634
200710,0.01339883856317492,1.9970825595285628
200711,0.05454777392040078,2.106018967486102
200712,0.023255034877262437,2.1549945120271676
200801,0.03181191720081711,2.2235490190119913
200802,0.018770463238968693,2.265286064133401
200803,0.011246191296409913,2.2907619045517364
200804,0.011234323437783411,2.3164970647064234
200805,0.05894475874784866,2.453042425325643
200806,0.026630674464437343,2.5183685996019443
200807,0.041568829459438295,2.623054234434802
200808,0.020065508030587598,2.6756871502405204
200809,0.0014628121394810734,2.6796011778853455
200810,0.05861409678708562,2.836663580676706
200811,0.019454409636806336,2.8918491959770005
200812,0.058102255659298496,3.059872157289793
200901,0.049151816886690236,3.210270433261583
200902,0.07765967794963768,3.4595790012399212
200903,0.056451181387586535,3.654876322963602
200904,0.07569195328369416,3.9315210508590424
200905,0.06952764887268548,4.2048704660187415
200906,0.054583926417373974,4.434388806130498
200907,0.07167412275644502,4.7522197337709
200908,0.042834798365781745,4.9557801078568655
200909,0.06685197166519297,5.28708377920624
200910,0.02827307074964258,5.4365658729550255
200911,0.06529323280226085,5.791536834142705
200912,0.025834884343029163,5.941160518421175
201001,0.02726811885583924,6.103164789579103
201002,0.003544511488954072,6.124797527294747
201003,0.05762035405953525,6.477710529360436
201004,0.01973644053885293,6.605557478051059
201005,-0.03250038957102175,6.390874286680624
201006,0.014543442703907727,6.483819600696841
201007,0.030095051334483758,6.6789504844233445
201008,0.017229157938375428,6.794023177182064
201009,0.026039301594886766,6.970934795735359
201010,0.05992983082541126,7.388701738738751
201011,0.03989972799588415,7.683508928357143
201012,0.004489155438708092,7.718001394251239
201101,0.014073317069666968,7.826619275016668
201102,0.02769456353608013,8.043374079801326
201103,0.046635506152214345,8.418480901184463
201104,0.0141054618732388,8.53722746256671
201105,0.024304490067539097,8.744720422634984
201106,0.0019677095470824746,8.76192749249717
201107,0.001467292624387273,8.774783804082327
201108,0.001146451454873354,8.784843667740716
201109,0.031078281902617855,9.057861515717189
201110,-0.0037866104572567005,9.023562922581391
201111,-0.0027971548708733973,8.99832261959986
201112,0.01787059276687608,9.159127978719699
201201,0.0351254813883215,9.480846758069472
201202,0.038543681119566076,9.846273492255973
201203,0.007335914409547728,9.918504911848162
201204,-0.006160311779919492,9.857403829200514
201205,0.015756287233274158,10.012719915307775
201206,0.003796976111671846,10.050737973639059
201207,0.006100111318243284,10.112048594108753
201208,0.016862339104609658,10.282561386544906
201209,0.01216924831648325,10.407692429387252
201210,0.011775511937461403,10.530248335830928
201211,0.0012404958494514062,10.543311065185218
201212,0.0036462160685133416,10.581754255406432
201301,0.02753639308778788,10.873137600141677
201302,0.010484934832625692,10.987141739305335
201303,0.00849120343058729,11.080435794934472
201304,-0.0033748234422058543,11.04304128046387
201305,0.01858988597858824,11.248330158724535
201306,-0.02367049037890523,10.982076667923696
201307,0.03350148133526987,11.349992504436646
201308,0.03243157925525786,11.718090685890864
201309,0.026526433198774013,12.028929835687325
201310,0.017782333606559675,12.242832278955415
201311,0.013489485201678031,12.40798178380901
201312,0.01217930923903543,12.55910243098634
201401,-0.011084300032196182,12.419893571506202
201402,0.03921644058014606,12.906957589764914
201403,0.03633736096267626,13.375962366634155
201404,-0.0006060532359332127,13.367855821358136
201405,0.013743850405127045,13.551581632004188
201406,-0.0011906157849697063,13.535446905001818
201407,0.0365206280803656,14.029769927320924
201408,0.035824401605356604,14.532378039628025
201409,0.019838881353599236,14.820684163341856
201410,0.006568942550585488,14.91804038617122
201411,0.001155058081733884,14.935271589282902
201412,0.07423900879996781,16.044051348229583
201501,-0.0029050861339171563,15.997441997125987
201502,-0.017476656181047434,15.717860203565968
201503,0.05233169631614221,16.54040249047856
201504,0.04130621260947298,17.223623872396523
201505,-0.011166977018091773,17.031288060445213
201506,0.08947349927402981,18.555137000357252
201507,-0.14435745074068485,15.876564724841522
201508,-0.06458644065095565,14.85115391949949
201509,-0.012570570895436561,14.664466436275381
201510,0.0347710151039482,15.174364820222452
201511,0.033627857067175526,15.68464619148207
201512,0.06474889382636095,16.70020968243838
201601,-0.04041009300730958,16.025352655929474
201602,0.018282948511964214,16.318343353423902
201603,0.00891110252114613,16.463757784021524
201604,0.009167674772020629,16.614692160910757
201605,0.018342894986895564,16.91945371445794
201606,0.015152723081777397,17.17582951128807
201607,0.061252293984838335,18.22788846994695
201608,0.02394067281955259,18.664276383997247
201609,0.0028694518996088547,18.71783262732213
201610,0.028134282962110957,19.244445426896647
201611,0.04065598188151531,20.026847251492367
201612,0.004155043085390497,20.11005966468685
201701,0.015426793594034649,20.4202934042977
201702,0.020632728958130286,20.84161978335407
201703,-0.013592316773958446,20.55833388517632
201704,-0.0010050662385918674,20.53767139786663
201705,0.0007207588092172923,20.552474105447455
201706,0.0038933446627351653,20.632491970811902
201707,-0.0012328883629482146,20.607054411562466
201708,0.02232773718854575,21.067163306693896
201709,0.0010458937124047107,21.08919732033457
201710,-0.005584244186475296,20.97143009280106
201711,0.014419670621732328,21.273831207205937
201712,-0.014401891325934058,20.967447802073494
201801,0.01668004563500558,21.31718578826168
201802,-0.014880172049883345,20.999982396113015
201803,0.008309186947283553,21.17447517573198
201804,-0.002774736678402112,21.11572158281596
201805,-0.00352966968474977,21.04119006047348
201806,-0.013941127863472347,20.747852139440795
201807,0.020419538976457874,21.171513714879893
201808,0.025941561234951616,21.720735834351068
201809,0.0026796864931424302,21.778940596787493
201810,-0.004504414876253082,21.68083921277429
201811,0.007998532614000187,21.85425411231656
201812,0.010598341344951745,22.085872957238205
201901,0.025781317997075837,22.655275871191783
201902,-0.024116432972062674,22.108911429180598
201903,0.03976817864862747,22.988142568622933
201904,0.007518371832583748,23.160975972194286
201905,-0.01158163233112297,22.89273406405436
201906,0.008779849426270303,23.093728822092405
201907,0.001827144250049706,23.1359243959219
201908,-0.029474613298405172,22.454001971050964
201909,0.017087617149341927,22.83768736020285
201910,0.004730442418345193,22.94571972522846
201911,0.00224840035895979,22.997310889695257
201912,-0.005357633580350241,22.874099724614872
202001,-0.011846691731112191,22.60311731655064
202002,-0.03526062279483988,21.806117322864235
202003,0.020377824877469308,22.25047856292711
202004,-0.020232174878206832,21.800302989518176
202005,-0.012608851431877954,21.525426207953416
202006,-0.016729723107069217,21.165311787732705
202007,0.03667076046874107,21.94145986654687
202008,0.018607913933267328,22.349744663313817
202009,-0.028111103811271132,21.721468670928
202010,-0.016880210196317358,21.354805713990014
202011,0.03657260671881746,22.135806624924527
202012,-0.03619921057094888,21.334507899751078
202101,-0.020238289048022606,20.902733962178594
202102,0.007191788269800492,21.053061999094552
202103,0.02382775981270302,21.554709303730924
202104,-0.020286712101951876,21.11743512164487
202105,-0.025105257980394757,20.587276465031728
